sample_id,file_name,split,label,condition_id,insert_edge_id,material,rounded_VB
mutcm_001,Insert0Edge2_Vc100.0_fz0.2_ap1.5_VB0.0_Rep1.mat,inner_train,healthy,CastIron.GG30|Vc100|fz0.2|ap1.5|ae58.4,Insert0_Edge2,CastIron.GG30,0.0
mutcm_002,Insert0Edge2_Vc200.0_fz0.1_ap1.5_VB0.018_Rep1.mat,inner_train,healthy,CastIron.GG30|Vc200|fz0.1|ap1.5|ae58.4,Insert0_Edge2,CastIron.GG30,0.0
mutcm_004,Insert0Edge3_Vc100.0_fz0.2_ap1.5_VB0.0_Rep2.mat,inner_train,healthy,CastIron.GG30|Vc100|fz0.2|ap1.5|ae58.4,Insert0_Edge3,CastIron.GG30,0.0
mutcm_005,Insert0Edge3_Vc200.0_fz0.1_ap1.5_VB0.0_Rep1.mat,inner_train,healthy,CastIron.GG30|Vc200|fz0.1|ap1.5|ae58.4,Insert0_Edge3,CastIron.GG30,0.0
mutcm_006,Insert0Edge3_Vc200.0_fz0.1_ap1.5_VB0.0_Rep2.mat,inner_train,healthy,CastIron.GG30|Vc200|fz0.1|ap1.5|ae58.4,Insert0_Edge3,CastIron.GG30,0.0
mutcm_007,Insert0Edge3_Vc200.0_fz0.2_ap1.5_VB0.0_Rep1.mat,inner_train,healthy,CastIron.GG30|Vc200|fz0.2|ap1.5|ae58.4,Insert0_Edge3,CastIron.GG30,0.0
mutcm_008,Insert0Edge3_Vc200.0_fz0.2_ap1.5_VB0.0_Rep2.mat,inner_train,healthy,CastIron.GG30|Vc200|fz0.2|ap1.5|ae58.4,Insert0_Edge3,CastIron.GG30,0.0
mutcm_009,Insert1Edge1_Vc100.0_fz0.05_ap1.5_VB0.137_Rep1.mat,inner_train,healthy,StainlessSteel.316L|Vc100|fz0.05|ap1.5|ae58.4,Insert1_Edge1,StainlessSteel.316L,0.1
mutcm_010,Insert1Edge1_Vc100.0_fz0.05_ap1.5_VB0.137_Rep2.mat,inner_train,healthy,StainlessSteel.316L|Vc100|fz0.05|ap1.5|ae58.4,Insert1_Edge1,StainlessSteel.316L,0.1
mutcm_011,Insert1Edge1_Vc100.0_fz0.1_ap1.5_VB0.139_Rep1.mat,inner_train,healthy,StainlessSteel.316L|Vc100|fz0.1|ap1.5|ae58.4,Insert1_Edge1,StainlessSteel.316L,0.1
mutcm_012,Insert1Edge1_Vc100.0_fz0.1_ap1.5_VB0.139_Rep2.mat,inner_train,healthy,StainlessSteel.316L|Vc100|fz0.1|ap1.5|ae58.4,Insert1_Edge1,StainlessSteel.316L,0.1
