accepted,alpha,attempt,candidate_sha256,carrier_a_index,carrier_a_source,carrier_b_index,carrier_b_source,class_identity_passed,class_identity_prediction,class_name,diversity_minimum,diversity_passed,failure_reasons,hard_gates_passed,method,nearest_train_distance,path,target_per_class,verifier_gates
True,,0,e3dfeed0ef01b7b1a740314c21fc42a7b46e2edefe4178d8cf3936a3908dca6a,236,1_2,,,True,normal_machining,normal_machining,3.693709878562434,True,,True,s_a_directional,7.849523659225101,candidates/s_a_directional/n20/normal_machining/attempt_000.npy,20,"{""psd_w1"": true, ""sanity"": true, ""soft_spectrum"": true, ""stats_union"": true}"
True,,1,42aad56e68dd23fab11dc4383fe5e5cef274e9ae258b80406eb71d1ef1569405,385,1_4,,,True,normal_machining,normal_machining,3.693709878562434,True,,True,s_a_directional,8.757551191634084,candidates/s_a_directional/n20/normal_machining/attempt_001.npy,20,"{""psd_w1"": true, ""sanity"": true, ""soft_spectrum"": true, ""stats_union"": true}"
True,,2,1fa09c6c6623f872106bd992dbbef8e56bff5ba4bcfc738201d197bb42273cc7,470,1_4,,,True,normal_machining,normal_machining,3.693709878562434,True,,True,s_a_directional,7.288800681989718,candidates/s_a_directional/n20/normal_machining/attempt_002.npy,20,"{""psd_w1"": true, ""sanity"": true, ""soft_spectrum"": true, ""stats_union"": true}"
True,,3,1e6316f6c9b97889c30350202e2a924b3aad51fb5f76ed76543b3cafc2e6b61b,528,1_5,,,True,normal_machining,normal_machining,3.693709878562434,True,,True,s_a_directional,7.5753210984459125,candidates/s_a_directional/n20/normal_machining/attempt_003.npy,20,"{""psd_w1"": true, ""sanity"": true, ""soft_spectrum"": true, ""stats_union"": true}"
True,,4,59d2f57d16150c40b2f53ed893b48de1701f953be97bc22fc655d8aae01f0b14,465,1_4,,,True,normal_machining,normal_machining,3.693709878562434,True,,True,s_a_directional,7.658688529503935,candidates/s_a_directional/n20/normal_machining/attempt_004.npy,20,"{""psd_w1"": true, ""sanity"": true, ""soft_spectrum"": true, ""stats_union"": true}"
True,,5,34382e31a3cdb6caba95b6b2794a7caac3585917f6ccf43ef2775e2ac572273b,160,1_1,,,True,normal_machining,normal_machining,3.693709878562434,True,,True,s_a_directional,8.60685115689048,candidates/s_a_directional/n20/normal_machining/attempt_005.npy,20,"{""psd_w1"": true, ""sanity"": true, ""soft_spectrum"": true, ""stats_union"": true}"
True,,6,04e9a78a30c55522fbd88bfa0885432e873c905a2c5b4463edd1149fc0bc8052,164,1_1,,,True,normal_machining,normal_machining,3.693709878562434,True,,True,s_a_directional,8.137630230813306,candidates/s_a_directional/n20/normal_machining/attempt_006.npy,20,"{""psd_w1"": true, ""sanity"": true, ""soft_spectrum"": true, ""stats_union"": true}"
True,,7,e093786255e8ebb54004f6db91a952eaed03b87b12b644595bd01f1ddd19c031,516,1_5,,,True,normal_machining,normal_machining,3.693709878562434,True,,True,s_a_directional,8.371447017133598,candidates/s_a_directional/n20/normal_machining/attempt_007.npy,20,"{""psd_w1"": true, ""sanity"": true, ""soft_spectrum"": true, ""stats_union"": true}"
False,,8,4b83bf77172e411c58f504c0b9a3a82818eaaa9cef7eaf8905c96d51259f454e,588,1_5,,,True,normal_machining,normal_machining,3.693709878562434,True,stats_union,False,s_a_directional,9.418428339284887,candidates/s_a_directional/n20/normal_machining/attempt_008.npy,20,"{""psd_w1"": true, ""sanity"": true, ""soft_spectrum"": true, ""stats_union"": false}"
True,,9,eaf3cdbd238b801be5eb4a035486e3fde572c734bfa1dc833a26bb0717477ff8,571,1_5,,,True,normal_machining,normal_machining,3.693709878562434,True,,True,s_a_directional,8.443053207317522,candidates/s_a_directional/n20/normal_machining/attempt_009.npy,20,"{""psd_w1"": true, ""sanity"": true, ""soft_spectrum"": true, ""stats_union"": true}"
