balanced_pool,class,rank_in_class,source_kind,source_path,source_index
phaseA_v2_random_open_loop_B150,healthy,0,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0000_r0.npy,0
phaseA_v2_random_open_loop_B150,healthy,1,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0001_r0.npy,1
phaseA_v2_random_open_loop_B150,healthy,2,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0002_r0.npy,2
phaseA_v2_random_open_loop_B150,healthy,3,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0003_r0.npy,3
phaseA_v2_random_open_loop_B150,healthy,4,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0004_r0.npy,4
phaseA_v2_random_open_loop_B150,healthy,5,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0005_r0.npy,5
phaseA_v2_random_open_loop_B150,healthy,6,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0006_r0.npy,6
phaseA_v2_random_open_loop_B150,healthy,7,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0007_r0.npy,7
phaseA_v2_random_open_loop_B150,healthy,8,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0008_r0.npy,8
phaseA_v2_random_open_loop_B150,healthy,9,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0009_r0.npy,9
phaseA_v2_random_open_loop_B150,healthy,10,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0010_r0.npy,10
phaseA_v2_random_open_loop_B150,healthy,11,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0011_r0.npy,11
phaseA_v2_random_open_loop_B150,healthy,12,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0012_r0.npy,12
phaseA_v2_random_open_loop_B150,healthy,13,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0013_r0.npy,13
phaseA_v2_random_open_loop_B150,healthy,14,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0014_r0.npy,14
phaseA_v2_random_open_loop_B150,healthy,15,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0015_r0.npy,15
phaseA_v2_random_open_loop_B150,healthy,16,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0016_r0.npy,16
phaseA_v2_random_open_loop_B150,healthy,17,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0017_r0.npy,17
phaseA_v2_random_open_loop_B150,healthy,18,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0018_r0.npy,18
phaseA_v2_random_open_loop_B150,healthy,19,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0019_r0.npy,19
phaseA_v2_random_open_loop_B150,healthy,20,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0020_r0.npy,20
phaseA_v2_random_open_loop_B150,healthy,21,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0021_r0.npy,21
phaseA_v2_random_open_loop_B150,healthy,22,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0022_r0.npy,22
phaseA_v2_random_open_loop_B150,healthy,23,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0023_r0.npy,23
phaseA_v2_random_open_loop_B150,healthy,24,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0024_r0.npy,24
phaseA_v2_random_open_loop_B150,healthy,25,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0025_r0.npy,25
phaseA_v2_random_open_loop_B150,healthy,26,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0026_r0.npy,26
phaseA_v2_random_open_loop_B150,healthy,27,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0027_r0.npy,27
phaseA_v2_random_open_loop_B150,healthy,28,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0028_r0.npy,28
phaseA_v2_random_open_loop_B150,healthy,29,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0029_r0.npy,29
phaseA_v2_random_open_loop_B150,healthy,30,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0030_r0.npy,30
phaseA_v2_random_open_loop_B150,healthy,31,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0031_r0.npy,31
phaseA_v2_random_open_loop_B150,healthy,32,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0032_r0.npy,32
phaseA_v2_random_open_loop_B150,healthy,33,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0033_r0.npy,33
phaseA_v2_random_open_loop_B150,healthy,34,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0034_r0.npy,34
phaseA_v2_random_open_loop_B150,healthy,35,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0035_r0.npy,35
phaseA_v2_random_open_loop_B150,healthy,36,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0036_r0.npy,36
phaseA_v2_random_open_loop_B150,healthy,37,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0037_r0.npy,37
phaseA_v2_random_open_loop_B150,healthy,38,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0038_r0.npy,38
phaseA_v2_random_open_loop_B150,healthy,39,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0039_r0.npy,39
phaseA_v2_random_open_loop_B150,healthy,40,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0040_r0.npy,40
phaseA_v2_random_open_loop_B150,healthy,41,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0041_r0.npy,41
phaseA_v2_random_open_loop_B150,healthy,42,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0042_r0.npy,42
phaseA_v2_random_open_loop_B150,healthy,43,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0043_r0.npy,43
phaseA_v2_random_open_loop_B150,healthy,44,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0044_r0.npy,44
phaseA_v2_random_open_loop_B150,healthy,45,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0045_r0.npy,45
phaseA_v2_random_open_loop_B150,healthy,46,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0046_r0.npy,46
phaseA_v2_random_open_loop_B150,healthy,47,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0047_r0.npy,47
phaseA_v2_random_open_loop_B150,healthy,48,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0048_r0.npy,48
phaseA_v2_random_open_loop_B150,healthy,49,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0049_r0.npy,49
phaseA_v2_random_open_loop_B150,healthy,50,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0050_r0.npy,50
phaseA_v2_random_open_loop_B150,healthy,51,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0051_r0.npy,51
phaseA_v2_random_open_loop_B150,healthy,52,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0052_r0.npy,52
phaseA_v2_random_open_loop_B150,healthy,53,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0053_r0.npy,53
phaseA_v2_random_open_loop_B150,healthy,54,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0054_r0.npy,54
phaseA_v2_random_open_loop_B150,healthy,55,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0055_r0.npy,55
phaseA_v2_random_open_loop_B150,healthy,56,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0056_r0.npy,56
phaseA_v2_random_open_loop_B150,healthy,57,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0057_r0.npy,57
phaseA_v2_random_open_loop_B150,healthy,58,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0058_r0.npy,58
phaseA_v2_random_open_loop_B150,healthy,59,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0059_r0.npy,59
phaseA_v2_random_open_loop_B150,healthy,60,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0060_r0.npy,60
phaseA_v2_random_open_loop_B150,healthy,61,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0061_r0.npy,61
phaseA_v2_random_open_loop_B150,healthy,62,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0062_r0.npy,62
phaseA_v2_random_open_loop_B150,healthy,63,random_recipe_r0_without_verifier,breeze/runs/recipe_ablation_random_v2_full/healthy_0063_r0.npy,63
