balanced_pool,class,rank_in_class,source_kind,source_path,source_index
phaseA_v2_rule_B150,healthy,0,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,558
phaseA_v2_rule_B150,healthy,1,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,560
phaseA_v2_rule_B150,healthy,2,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,561
phaseA_v2_rule_B150,healthy,3,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,562
phaseA_v2_rule_B150,healthy,4,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,563
phaseA_v2_rule_B150,healthy,5,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,565
phaseA_v2_rule_B150,healthy,6,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,566
phaseA_v2_rule_B150,healthy,7,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,567
phaseA_v2_rule_B150,healthy,8,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,569
phaseA_v2_rule_B150,healthy,9,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,570
phaseA_v2_rule_B150,healthy,10,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,571
phaseA_v2_rule_B150,healthy,11,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,572
phaseA_v2_rule_B150,healthy,12,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,573
phaseA_v2_rule_B150,healthy,13,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,574
phaseA_v2_rule_B150,healthy,14,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,575
phaseA_v2_rule_B150,healthy,15,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,578
phaseA_v2_rule_B150,healthy,16,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,579
phaseA_v2_rule_B150,healthy,17,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,580
phaseA_v2_rule_B150,healthy,18,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,581
phaseA_v2_rule_B150,healthy,19,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,582
phaseA_v2_rule_B150,healthy,20,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,584
phaseA_v2_rule_B150,healthy,21,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,589
phaseA_v2_rule_B150,healthy,22,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,590
phaseA_v2_rule_B150,healthy,23,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,593
phaseA_v2_rule_B150,healthy,24,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,594
phaseA_v2_rule_B150,healthy,25,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,595
phaseA_v2_rule_B150,healthy,26,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,596
phaseA_v2_rule_B150,healthy,27,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,597
phaseA_v2_rule_B150,healthy,28,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,598
phaseA_v2_rule_B150,healthy,29,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,599
phaseA_v2_rule_B150,healthy,30,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,603
phaseA_v2_rule_B150,healthy,31,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,604
phaseA_v2_rule_B150,healthy,32,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,606
phaseA_v2_rule_B150,healthy,33,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,607
phaseA_v2_rule_B150,healthy,34,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,610
phaseA_v2_rule_B150,healthy,35,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,611
phaseA_v2_rule_B150,healthy,36,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,612
phaseA_v2_rule_B150,healthy,37,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,615
phaseA_v2_rule_B150,healthy,38,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,616
phaseA_v2_rule_B150,healthy,39,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,619
phaseA_v2_rule_B150,healthy,40,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,620
phaseA_v2_rule_B150,healthy,41,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,622
phaseA_v2_rule_B150,healthy,42,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,623
phaseA_v2_rule_B150,healthy,43,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,624
phaseA_v2_rule_B150,healthy,44,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,627
phaseA_v2_rule_B150,healthy,45,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,628
phaseA_v2_rule_B150,healthy,46,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,629
phaseA_v2_rule_B150,healthy,47,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,630
phaseA_v2_rule_B150,healthy,48,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,631
phaseA_v2_rule_B150,healthy,49,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,632
phaseA_v2_rule_B150,healthy,50,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,633
phaseA_v2_rule_B150,healthy,51,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,634
phaseA_v2_rule_B150,healthy,52,verified_pool_npz,breeze/runs/recipe_ablation_rule_v2_full/pool_v2.npz,635
